date,latitude,longitude,township,timezone,summary,precipProbability,precipIntensity,precipAccumulation,windSpeed,icon,windBearing,windGust,temperatureMin,temperatureMax
2025-05-24,18.4847,96.4366,Phyu,Asia/Rangoon,"Mainly cloudy, a little rain",0.55,0.1,0.1,6.9,rain,177,17.3,78,92
2025-05-15,18.5388,96.4298,Phyu,Asia/Rangoon,Occasional rain and drizzle,0.96,0.03,0.03,8.1,rain,156,23.0,75,88
2025-05-16,18.5388,96.4298,Phyu,Asia/Rangoon,Occasional afternoon rain,0.88,0.28,0.28,5.8,rain,144,17.3,76,85
2025-05-17,18.5388,96.4298,Phyu,Asia/Rangoon,Occasional rain,0.93,0.43,0.43,8.1,rain,153,20.7,77,88
2025-05-18,18.5388,96.4298,Phyu,Asia/Rangoon,Periods of rain,0.91,0.55,0.55,8.1,rain,177,19.6,77,90
2025-05-19,18.5388,96.4298,Phyu,Asia/Rangoon,Afternoon rain,0.78,0.17,0.17,5.8,rain,158,17.3,77,92
2025-05-20,18.5388,96.4298,Phyu,Asia/Rangoon,A little afternoon rain,0.62,0.13,0.13,6.9,rain,148,19.6,77,98
2025-05-21,18.5388,96.4298,Phyu,Asia/Rangoon,Rain in the afternoon,0.75,0.47,0.47,4.6,rain,176,16.1,79,93
2025-05-22,18.5388,96.4298,Phyu,Asia/Rangoon,Some rain and a thunderstorm,0.6,0.08,0.08,4.6,rain,152,15.0,78,94
2025-05-23,18.5388,96.4298,Phyu,Asia/Rangoon,A little afternoon rain,0.56,0.06,0.06,4.6,rain,155,12.7,79,92
2025-05-24,18.5388,96.4298,Phyu,Asia/Rangoon,"Mainly cloudy, a little rain",0.55,0.1,0.1,6.9,rain,177,17.3,78,92
2025-05-15,17.9211,96.8774,Shwegyin,Asia/Rangoon,Occasional afternoon rain,0.9,0.6,0.6,8.1,sprinkles,132,15.0,72,86
2025-05-16,17.9211,96.8774,Shwegyin,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.18,0.18,6.9,rain,154,17.3,74,84
2025-05-17,17.9211,96.8774,Shwegyin,Asia/Rangoon,"Mostly cloudy, rain",0.92,0.34,0.34,6.9,rain,145,19.6,75,85
2025-05-18,17.9211,96.8774,Shwegyin,Asia/Rangoon,Periods of rain and a t-storm,0.94,0.25,0.25,6.9,rain,168,18.4,76,87
2025-05-19,17.9211,96.8774,Shwegyin,Asia/Rangoon,Periods of rain,0.91,0.23,0.23,4.6,rain,177,17.3,77,90
2025-05-20,17.9211,96.8774,Shwegyin,Asia/Rangoon,Rain in the afternoon,0.7,0.19,0.19,5.8,rain,146,18.4,78,95
2025-05-21,17.9211,96.8774,Shwegyin,Asia/Rangoon,Periods of rain,0.65,0.43,0.43,3.5,rain,174,15.0,79,92
2025-05-22,17.9211,96.8774,Shwegyin,Asia/Rangoon,A little afternoon rain,0.65,0.22,0.22,4.6,rain,148,13.8,78,93
2025-05-23,17.9211,96.8774,Shwegyin,Asia/Rangoon,Periods of rain,0.65,0.48,0.48,4.6,rain,181,15.0,79,90
2025-05-24,17.9211,96.8774,Shwegyin,Asia/Rangoon,Periods of rain,0.6,0.19,0.19,4.6,rain,178,13.8,79,90
2025-05-15,19.0122,96.4047,Taungoo,Asia/Rangoon,A p.m. t-storm in spots,0.55,0.22,0.22,5.8,thunderstorm,161,24.2,79,94
2025-05-16,19.0122,96.4047,Taungoo,Asia/Rangoon,A touch of afternoon rain,0.75,0.21,0.21,5.8,rain,164,16.1,79,88
2025-05-17,19.0122,96.4047,Taungoo,Asia/Rangoon,Periods of rain,0.95,0.6,0.6,8.1,rain,164,17.3,79,92
2025-05-18,19.0122,96.4047,Taungoo,Asia/Rangoon,Periods of rain,0.91,0.52,0.52,8.1,rain,172,18.4,78,93
2025-05-19,19.0122,96.4047,Taungoo,Asia/Rangoon,Occasional afternoon rain,0.81,0.24,0.24,5.8,rain,158,15.0,78,93
2025-05-20,19.0122,96.4047,Taungoo,Asia/Rangoon,Afternoon rain,0.85,0.21,0.21,6.9,sprinkles,149,17.3,76,99
2025-05-21,19.0122,96.4047,Taungoo,Asia/Rangoon,Rain in the afternoon,0.85,0.2,0.2,5.8,rain,163,15.0,79,94
2025-05-22,19.0122,96.4047,Taungoo,Asia/Rangoon,Rain and a thunderstorm,0.75,0.24,0.24,4.6,rain,150,13.8,78,95
2025-05-23,19.0122,96.4047,Taungoo,Asia/Rangoon,Afternoon rain,0.85,0.32,0.32,5.8,sprinkles,146,16.1,79,92
2025-05-24,19.0122,96.4047,Taungoo,Asia/Rangoon,"Rather cloudy, a little rain",0.55,0.06,0.06,5.8,rain,170,16.1,79,94
2025-05-15,18.9401,96.4339,Taungoo,Asia/Rangoon,A p.m. t-storm in spots,0.55,0.22,0.22,5.8,thunderstorm,161,24.2,79,94
2025-05-16,18.9401,96.4339,Taungoo,Asia/Rangoon,A touch of afternoon rain,0.75,0.21,0.21,5.8,rain,164,16.1,79,88
2025-05-17,18.9401,96.4339,Taungoo,Asia/Rangoon,Periods of rain,0.95,0.6,0.6,8.1,rain,164,17.3,79,92
2025-05-18,18.9401,96.4339,Taungoo,Asia/Rangoon,Periods of rain,0.91,0.52,0.52,8.1,rain,172,18.4,78,93
2025-05-19,18.9401,96.4339,Taungoo,Asia/Rangoon,Occasional afternoon rain,0.81,0.24,0.24,5.8,rain,158,15.0,78,93
2025-05-20,18.9401,96.4339,Taungoo,Asia/Rangoon,Afternoon rain,0.85,0.21,0.21,6.9,sprinkles,149,17.3,76,99
2025-05-21,18.9401,96.4339,Taungoo,Asia/Rangoon,Rain in the afternoon,0.85,0.2,0.2,5.8,rain,163,15.0,79,94
2025-05-22,18.9401,96.4339,Taungoo,Asia/Rangoon,Rain and a thunderstorm,0.75,0.24,0.24,4.6,rain,150,13.8,78,95
2025-05-23,18.9401,96.4339,Taungoo,Asia/Rangoon,Afternoon rain,0.85,0.32,0.32,5.8,sprinkles,146,16.1,79,92
2025-05-24,18.9401,96.4339,Taungoo,Asia/Rangoon,"Rather cloudy, a little rain",0.55,0.06,0.06,5.8,rain,170,16.1,79,94
2025-05-15,17.2898,96.5772,Thanatpin,Asia/Rangoon,Rain and a thunderstorm,1.0,3.39,3.39,8.1,rain,139,13.8,74,82
2025-05-16,17.2898,96.5772,Thanatpin,Asia/Rangoon,Occasional rain,0.91,0.23,0.23,8.1,rain,137,17.3,75,84
2025-05-17,17.2898,96.5772,Thanatpin,Asia/Rangoon,Occasional rain,0.91,0.2,0.2,6.9,rain,165,18.4,77,87
2025-05-18,17.2898,96.5772,Thanatpin,Asia/Rangoon,Occasional rain and a t-storm,0.84,0.17,0.17,6.9,rain,179,18.4,77,88
2025-05-19,17.2898,96.5772,Thanatpin,Asia/Rangoon,Occasional afternoon rain,0.71,0.36,0.36,5.8,rain,147,18.4,77,89
2025-05-20,17.2898,96.5772,Thanatpin,Asia/Rangoon,Afternoon rain,0.73,0.38,0.38,6.9,rain,194,18.4,79,90
2025-05-21,17.2898,96.5772,Thanatpin,Asia/Rangoon,Periods of rain,0.66,0.45,0.45,4.6,rain,174,13.8,79,88
2025-05-22,17.2898,96.5772,Thanatpin,Asia/Rangoon,Afternoon rain,0.75,0.65,0.65,4.6,rain,152,16.1,80,88
2025-05-23,17.2898,96.5772,Thanatpin,Asia/Rangoon,Periods of rain,0.67,0.54,0.54,3.5,rain,158,9.2,80,88
2025-05-24,17.2898,96.5772,Thanatpin,Asia/Rangoon,Periods of rain,0.65,0.37,0.37,6.9,rain,157,19.6,78,87
2025-05-15,17.4837,96.6828,Waw,Asia/Rangoon,Rain,1.0,0.9,0.9,6.9,rain,120,13.8,73,84
2025-05-16,17.4837,96.6828,Waw,Asia/Rangoon,Occasional rain,0.91,0.32,0.32,6.9,rain,129,13.8,74,84
2025-05-17,17.4837,96.6828,Waw,Asia/Rangoon,Occasional rain,0.91,0.34,0.34,6.9,rain,136,19.6,77,85
2025-05-18,17.4837,96.6828,Waw,Asia/Rangoon,Rain and a thunderstorm,0.94,0.25,0.25,6.9,rain,157,18.4,76,87
2025-05-19,17.4837,96.6828,Waw,Asia/Rangoon,Periods of rain,0.92,0.61,0.61,4.6,rain,167,15.0,77,89
2025-05-20,17.4837,96.6828,Waw,Asia/Rangoon,Afternoon rain,0.85,0.31,0.31,5.8,sprinkles,184,16.1,78,94
2025-05-21,17.4837,96.6828,Waw,Asia/Rangoon,Afternoon rain,0.7,0.19,0.19,5.8,rain,174,17.3,78,91
2025-05-22,17.4837,96.6828,Waw,Asia/Rangoon,Afternoon rain,0.85,0.67,0.67,3.5,sprinkles,152,15.0,79,92
2025-05-23,17.4837,96.6828,Waw,Asia/Rangoon,Rain in the afternoon,0.74,0.41,0.41,2.3,rain,169,9.2,79,89
2025-05-24,17.4837,96.6828,Waw,Asia/Rangoon,Periods of rain,0.66,0.37,0.37,4.6,rain,156,15.0,77,89
2025-05-15,19.2646,96.2902,Yedashe,Asia/Rangoon,A p.m. t-storm in spots,0.55,0.22,0.22,5.8,thunderstorm,161,24.2,79,94
2025-05-16,19.2646,96.2902,Yedashe,Asia/Rangoon,A touch of afternoon rain,0.75,0.21,0.21,5.8,rain,164,16.1,79,88
2025-05-17,19.2646,96.2902,Yedashe,Asia/Rangoon,Periods of rain,0.95,0.6,0.6,8.1,rain,164,17.3,79,92
2025-05-18,19.2646,96.2902,Yedashe,Asia/Rangoon,Periods of rain,0.91,0.52,0.52,8.1,rain,172,18.4,78,93
2025-05-19,19.2646,96.2902,Yedashe,Asia/Rangoon,Occasional afternoon rain,0.81,0.24,0.24,5.8,rain,158,15.0,78,93
2025-05-20,19.2646,96.2902,Yedashe,Asia/Rangoon,Afternoon rain,0.85,0.21,0.21,6.9,sprinkles,149,17.3,76,99
2025-05-21,19.2646,96.2902,Yedashe,Asia/Rangoon,Rain in the afternoon,0.85,0.2,0.2,5.8,rain,163,15.0,79,94
2025-05-22,19.2646,96.2902,Yedashe,Asia/Rangoon,Rain and a thunderstorm,0.75,0.24,0.24,4.6,rain,150,13.8,78,95
2025-05-23,19.2646,96.2902,Yedashe,Asia/Rangoon,Afternoon rain,0.85,0.32,0.32,5.8,sprinkles,146,16.1,79,92
2025-05-24,19.2646,96.2902,Yedashe,Asia/Rangoon,"Rather cloudy, a little rain",0.55,0.06,0.06,5.8,rain,170,16.1,79,94
2025-05-15,19.4043,96.2656,Yedashe,Asia/Rangoon,An afternoon t-storm or two,0.87,0.34,0.34,6.9,thunderstorm,153,21.9,77,92
2025-05-16,19.4043,96.2656,Yedashe,Asia/Rangoon,"Cloudy, downpours in the p.m.",0.87,0.62,0.62,4.6,rain,129,16.1,76,84
2025-05-17,19.4043,96.2656,Yedashe,Asia/Rangoon,Occasional rain,0.94,0.49,0.49,6.9,rain,152,18.4,75,81
2025-05-18,19.4043,96.2656,Yedashe,Asia/Rangoon,Humid with periods of rain,0.92,0.52,0.52,6.9,rain,169,19.6,75,90
2025-05-19,19.4043,96.2656,Yedashe,Asia/Rangoon,"Cloudy, a little rain; humid",0.84,0.21,0.21,5.8,rain,172,15.0,76,92
2025-05-20,19.4043,96.2656,Yedashe,Asia/Rangoon,Occasional afternoon rain,0.57,0.09,0.09,5.8,rain,155,19.6,78,101
2025-05-21,19.4043,96.2656,Yedashe,Asia/Rangoon,Humid with periods of rain,0.6,0.18,0.18,5.8,rain,179,17.3,79,95
2025-05-22,19.4043,96.2656,Yedashe,Asia/Rangoon,A couple of t-storms; humid,0.71,0.44,0.44,4.6,thunderstorm,162,17.3,78,94
2025-05-23,19.4043,96.2656,Yedashe,Asia/Rangoon,Occasional afternoon rain,0.75,0.25,0.25,4.6,rain,162,15.0,79,94
2025-05-24,19.4043,96.2656,Yedashe,Asia/Rangoon,Humid with a little rain,0.57,0.1,0.1,6.9,rain,168,18.4,79,94
2025-05-15,19.4765,96.2681,Yedashe,Asia/Rangoon,Warm; a stray p.m. t-storm,0.55,0.24,0.24,9.2,thunderstorm,168,26.5,79,98
2025-05-16,19.4765,96.2681,Yedashe,Asia/Rangoon,"Cloudy, a t-storm in the p.m.",0.7,0.41,0.41,4.6,thunderstorm,200,12.7,78,89
2025-05-17,19.4765,96.2681,Yedashe,Asia/Rangoon,"Mostly cloudy, afternoon rain",0.9,0.56,0.56,8.1,rain,158,19.6,77,89
2025-05-18,19.4765,96.2681,Yedashe,Asia/Rangoon,"Mostly cloudy, afternoon rain",0.9,0.53,0.53,10.4,rain,171,21.9,77,93
2025-05-19,19.4765,96.2681,Yedashe,Asia/Rangoon,Periods of rain,0.91,0.35,0.35,6.9,rain,169,15.0,79,92
2025-05-20,19.4765,96.2681,Yedashe,Asia/Rangoon,Warm with periods of rain,0.6,0.19,0.19,8.1,rain,175,18.4,76,99
2025-05-21,19.4765,96.2681,Yedashe,Asia/Rangoon,A little afternoon rain,0.59,0.1,0.1,5.8,rain,179,18.4,79,95
2025-05-22,19.4765,96.2681,Yedashe,Asia/Rangoon,A couple of thunderstorms,0.75,0.8,0.8,4.6,thunderstorm,164,13.8,78,94
2025-05-23,19.4765,96.2681,Yedashe,Asia/Rangoon,Occasional afternoon rain,0.73,0.37,0.37,4.6,rain,159,15.0,79,94
2025-05-24,19.4765,96.2681,Yedashe,Asia/Rangoon,Periods of rain,0.6,0.18,0.18,4.6,rain,182,16.1,79,94
2025-05-15,19.1564,96.3428,Yedashe,Asia/Rangoon,A p.m. t-storm in spots,0.55,0.22,0.22,5.8,thunderstorm,161,24.2,79,94
2025-05-16,19.1564,96.3428,Yedashe,Asia/Rangoon,A touch of afternoon rain,0.75,0.21,0.21,5.8,rain,164,16.1,79,88
2025-05-17,19.1564,96.3428,Yedashe,Asia/Rangoon,Periods of rain,0.95,0.6,0.6,8.1,rain,164,17.3,79,92
2025-05-18,19.1564,96.3428,Yedashe,Asia/Rangoon,Periods of rain,0.91,0.52,0.52,8.1,rain,172,18.4,78,93
2025-05-19,19.1564,96.3428,Yedashe,Asia/Rangoon,Occasional afternoon rain,0.81,0.24,0.24,5.8,rain,158,15.0,78,93
2025-05-20,19.1564,96.3428,Yedashe,Asia/Rangoon,Afternoon rain,0.85,0.21,0.21,6.9,sprinkles,149,17.3,76,99
2025-05-21,19.1564,96.3428,Yedashe,Asia/Rangoon,Rain in the afternoon,0.85,0.2,0.2,5.8,rain,163,15.0,79,94
2025-05-22,19.1564,96.3428,Yedashe,Asia/Rangoon,Rain and a thunderstorm,0.75,0.24,0.24,4.6,rain,150,13.8,78,95
2025-05-23,19.1564,96.3428,Yedashe,Asia/Rangoon,Afternoon rain,0.85,0.32,0.32,5.8,sprinkles,146,16.1,79,92
2025-05-24,19.1564,96.3428,Yedashe,Asia/Rangoon,"Rather cloudy, a little rain",0.55,0.06,0.06,5.8,rain,170,16.1,79,94
2025-05-15,18.2277,95.6503,Gyobingauk,Asia/Rangoon,"Brief a.m. showers, then rain",0.96,0.11,0.11,9.2,rain,133,25.3,74,85
2025-05-16,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Occasional rain,0.95,0.58,0.58,8.1,rain,117,23.0,75,83
2025-05-17,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Occasional rain,0.91,0.36,0.36,6.9,rain,147,19.6,75,84
2025-05-18,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Afternoon rain,0.78,0.22,0.22,8.1,rain,166,20.7,76,87
2025-05-19,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Afternoon rain,0.81,0.31,0.31,6.9,rain,180,17.3,77,89
2025-05-20,18.2277,95.6503,Gyobingauk,Asia/Rangoon,A little afternoon rain,0.56,0.07,0.07,8.1,sprinkles,162,19.6,80,97
2025-05-21,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Occasional rain and a t-storm,0.55,0.19,0.19,5.8,rain,167,15.0,81,94
2025-05-22,18.2277,95.6503,Gyobingauk,Asia/Rangoon,A little afternoon rain,0.59,0.09,0.09,5.8,rain,166,16.1,80,95
2025-05-23,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Periods of rain,0.6,0.21,0.21,5.8,rain,172,15.0,81,93
2025-05-24,18.2277,95.6503,Gyobingauk,Asia/Rangoon,Periods of rain,0.65,0.34,0.34,5.8,rain,178,15.0,79,93
2025-05-15,17.7768,95.7473,Letpadan,Asia/Rangoon,A little rain this afternoon,0.91,0.02,0.02,10.4,rain,127,24.2,74,83
2025-05-16,17.7768,95.7473,Letpadan,Asia/Rangoon,Rain at times,0.91,0.32,0.32,10.4,rain,123,26.5,74,83
2025-05-17,17.7768,95.7473,Letpadan,Asia/Rangoon,Rain in the afternoon,0.9,0.65,0.65,8.1,rain,142,20.7,75,86
2025-05-18,17.7768,95.7473,Letpadan,Asia/Rangoon,A bit of afternoon rain,0.64,0.11,0.11,8.1,rain,162,20.7,76,87
2025-05-19,17.7768,95.7473,Letpadan,Asia/Rangoon,Rain in the afternoon,0.81,0.5,0.5,5.8,rain,177,16.1,77,89
2025-05-20,17.7768,95.7473,Letpadan,Asia/Rangoon,Rain in the afternoon,0.72,0.27,0.27,8.1,sprinkles,186,18.4,79,96
2025-05-21,17.7768,95.7473,Letpadan,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.46,0.46,4.6,rain,169,13.8,78,88
2025-05-22,17.7768,95.7473,Letpadan,Asia/Rangoon,A little afternoon rain,0.58,0.1,0.1,5.8,rain,166,17.3,79,89
2025-05-23,17.7768,95.7473,Letpadan,Asia/Rangoon,Afternoon rain,0.72,0.28,0.28,4.6,rain,178,13.8,78,89
2025-05-24,17.7768,95.7473,Letpadan,Asia/Rangoon,Periods of rain,0.62,0.37,0.37,4.6,rain,172,13.8,79,85
2025-05-15,17.9752,95.708,Minhla,Asia/Rangoon,"Brief a.m. showers, then rain",0.96,0.11,0.11,9.2,rain,133,25.3,74,85
2025-05-16,17.9752,95.708,Minhla,Asia/Rangoon,Occasional rain,0.95,0.58,0.58,8.1,rain,117,23.0,75,83
2025-05-17,17.9752,95.708,Minhla,Asia/Rangoon,Occasional rain,0.91,0.36,0.36,6.9,rain,147,19.6,75,84
2025-05-18,17.9752,95.708,Minhla,Asia/Rangoon,Afternoon rain,0.78,0.22,0.22,8.1,rain,166,20.7,76,87
2025-05-19,17.9752,95.708,Minhla,Asia/Rangoon,Afternoon rain,0.81,0.31,0.31,6.9,rain,180,17.3,77,89
2025-05-20,17.9752,95.708,Minhla,Asia/Rangoon,A little afternoon rain,0.56,0.07,0.07,8.1,sprinkles,162,19.6,80,97
2025-05-21,17.9752,95.708,Minhla,Asia/Rangoon,Occasional rain and a t-storm,0.55,0.19,0.19,5.8,rain,167,15.0,81,94
2025-05-22,17.9752,95.708,Minhla,Asia/Rangoon,A little afternoon rain,0.59,0.09,0.09,5.8,rain,166,16.1,80,95
2025-05-23,17.9752,95.708,Minhla,Asia/Rangoon,Periods of rain,0.6,0.21,0.21,5.8,rain,172,15.0,81,93
2025-05-24,17.9752,95.708,Minhla,Asia/Rangoon,Periods of rain,0.65,0.34,0.34,5.8,rain,178,15.0,79,93
2025-05-15,17.8941,95.7226,Minhla,Asia/Rangoon,A little rain this afternoon,0.91,0.02,0.02,10.4,rain,127,24.2,74,83
2025-05-16,17.8941,95.7226,Minhla,Asia/Rangoon,Rain at times,0.91,0.32,0.32,10.4,rain,123,26.5,74,83
2025-05-17,17.8941,95.7226,Minhla,Asia/Rangoon,Rain in the afternoon,0.9,0.65,0.65,8.1,rain,142,20.7,75,86
2025-05-18,17.8941,95.7226,Minhla,Asia/Rangoon,A bit of afternoon rain,0.64,0.11,0.11,8.1,rain,162,20.7,76,87
2025-05-19,17.8941,95.7226,Minhla,Asia/Rangoon,Rain in the afternoon,0.81,0.5,0.5,5.8,rain,177,16.1,77,89
2025-05-20,17.8941,95.7226,Minhla,Asia/Rangoon,Rain in the afternoon,0.72,0.27,0.27,8.1,sprinkles,186,18.4,79,96
2025-05-21,17.8941,95.7226,Minhla,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.46,0.46,4.6,rain,169,13.8,78,88
2025-05-22,17.8941,95.7226,Minhla,Asia/Rangoon,A little afternoon rain,0.58,0.1,0.1,5.8,rain,166,17.3,79,89
2025-05-23,17.8941,95.7226,Minhla,Asia/Rangoon,Afternoon rain,0.72,0.28,0.28,4.6,rain,178,13.8,78,89
2025-05-24,17.8941,95.7226,Minhla,Asia/Rangoon,Periods of rain,0.62,0.37,0.37,4.6,rain,172,13.8,79,85
2025-05-15,18.0293,95.5131,Monyo,Asia/Rangoon,Rain this afternoon,0.96,0.19,0.19,11.5,rain,135,25.3,74,86
2025-05-16,18.0293,95.5131,Monyo,Asia/Rangoon,Rain at times,0.93,0.45,0.45,10.4,rain,120,23.0,75,83
2025-05-17,18.0293,95.5131,Monyo,Asia/Rangoon,Occasional rain,0.91,0.3,0.3,8.1,rain,151,20.7,76,85
2025-05-18,18.0293,95.5131,Monyo,Asia/Rangoon,A little afternoon rain,0.62,0.08,0.08,9.2,rain,170,20.7,76,87
2025-05-19,18.0293,95.5131,Monyo,Asia/Rangoon,Rain in the afternoon,0.8,0.3,0.3,8.1,rain,189,16.1,79,89
2025-05-20,18.0293,95.5131,Monyo,Asia/Rangoon,Rain in the afternoon,0.75,0.21,0.21,9.2,rain,205,17.3,79,97
2025-05-21,18.0293,95.5131,Monyo,Asia/Rangoon,Occasional rain and a t-storm,0.55,0.09,0.09,5.8,rain,175,16.1,81,95
2025-05-22,18.0293,95.5131,Monyo,Asia/Rangoon,A little afternoon rain,0.55,0.06,0.06,6.9,rain,171,18.4,80,94
2025-05-23,18.0293,95.5131,Monyo,Asia/Rangoon,Periods of rain,0.62,0.32,0.32,5.8,rain,185,17.3,81,94
2025-05-24,18.0293,95.5131,Monyo,Asia/Rangoon,Periods of rain,0.71,0.62,0.62,5.8,rain,179,16.1,79,93
2025-05-15,18.4261,95.5482,Nattalin,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.27,0.27,11.5,thunderstorm,140,25.3,74,87
2025-05-16,18.4261,95.5482,Nattalin,Asia/Rangoon,Occasional rain,0.97,0.75,0.75,10.4,rain,118,21.9,75,83
2025-05-17,18.4261,95.5482,Nattalin,Asia/Rangoon,Occasional afternoon rain,0.78,0.34,0.34,9.2,rain,154,24.2,76,86
2025-05-18,18.4261,95.5482,Nattalin,Asia/Rangoon,"Mostly cloudy, a little rain",0.81,0.1,0.1,10.4,rain,173,23.0,76,88
2025-05-19,18.4261,95.5482,Nattalin,Asia/Rangoon,A little afternoon rain,0.73,0.54,0.54,8.1,rain,187,18.4,78,90
2025-05-20,18.4261,95.5482,Nattalin,Asia/Rangoon,Warm with periods of rain,0.6,0.23,0.23,8.1,rain,193,17.3,79,98
2025-05-21,18.4261,95.5482,Nattalin,Asia/Rangoon,Some rain and a thunderstorm,0.55,0.08,0.08,6.9,rain,169,17.3,81,96
2025-05-22,18.4261,95.5482,Nattalin,Asia/Rangoon,A touch of afternoon rain,0.57,0.08,0.08,6.9,rain,168,18.4,80,95
2025-05-23,18.4261,95.5482,Nattalin,Asia/Rangoon,Afternoon rain,0.72,0.3,0.3,6.9,rain,179,17.3,81,95
2025-05-24,18.4261,95.5482,Nattalin,Asia/Rangoon,Periods of rain,0.62,0.23,0.23,5.8,rain,170,17.3,79,94
2025-05-15,18.363,95.4549,Nattalin,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.27,0.27,11.5,thunderstorm,140,25.3,74,87
2025-05-16,18.363,95.4549,Nattalin,Asia/Rangoon,Occasional rain,0.97,0.75,0.75,10.4,rain,118,21.9,75,83
2025-05-17,18.363,95.4549,Nattalin,Asia/Rangoon,Occasional afternoon rain,0.78,0.34,0.34,9.2,rain,154,24.2,76,86
2025-05-18,18.363,95.4549,Nattalin,Asia/Rangoon,"Mostly cloudy, a little rain",0.81,0.1,0.1,10.4,rain,173,23.0,76,88
2025-05-19,18.363,95.4549,Nattalin,Asia/Rangoon,A little afternoon rain,0.73,0.54,0.54,8.1,rain,187,18.4,78,90
2025-05-20,18.363,95.4549,Nattalin,Asia/Rangoon,Warm with periods of rain,0.6,0.23,0.23,8.1,rain,193,17.3,79,98
2025-05-21,18.363,95.4549,Nattalin,Asia/Rangoon,Some rain and a thunderstorm,0.55,0.08,0.08,6.9,rain,169,17.3,81,96
2025-05-22,18.363,95.4549,Nattalin,Asia/Rangoon,A touch of afternoon rain,0.57,0.08,0.08,6.9,rain,168,18.4,80,95
2025-05-23,18.363,95.4549,Nattalin,Asia/Rangoon,Afternoon rain,0.72,0.3,0.3,6.9,rain,179,17.3,81,95
2025-05-24,18.363,95.4549,Nattalin,Asia/Rangoon,Periods of rain,0.62,0.23,0.23,5.8,rain,170,17.3,79,94
2025-05-15,18.0429,95.6927,Okpho,Asia/Rangoon,"Brief a.m. showers, then rain",0.96,0.11,0.11,9.2,rain,133,25.3,74,85
2025-05-16,18.0429,95.6927,Okpho,Asia/Rangoon,Occasional rain,0.95,0.58,0.58,8.1,rain,117,23.0,75,83
2025-05-17,18.0429,95.6927,Okpho,Asia/Rangoon,Occasional rain,0.91,0.36,0.36,6.9,rain,147,19.6,75,84
2025-05-18,18.0429,95.6927,Okpho,Asia/Rangoon,Afternoon rain,0.78,0.22,0.22,8.1,rain,166,20.7,76,87
2025-05-19,18.0429,95.6927,Okpho,Asia/Rangoon,Afternoon rain,0.81,0.31,0.31,6.9,rain,180,17.3,77,89
2025-05-20,18.0429,95.6927,Okpho,Asia/Rangoon,A little afternoon rain,0.56,0.07,0.07,8.1,sprinkles,162,19.6,80,97
2025-05-21,18.0429,95.6927,Okpho,Asia/Rangoon,Occasional rain and a t-storm,0.55,0.19,0.19,5.8,rain,167,15.0,81,94
2025-05-22,18.0429,95.6927,Okpho,Asia/Rangoon,A little afternoon rain,0.59,0.09,0.09,5.8,rain,166,16.1,80,95
2025-05-23,18.0429,95.6927,Okpho,Asia/Rangoon,Periods of rain,0.6,0.21,0.21,5.8,rain,172,15.0,81,93
2025-05-24,18.0429,95.6927,Okpho,Asia/Rangoon,Periods of rain,0.65,0.34,0.34,5.8,rain,178,15.0,79,93
2025-05-15,18.1285,95.6727,Okpho,Asia/Rangoon,"Brief a.m. showers, then rain",0.96,0.11,0.11,9.2,rain,133,25.3,74,85
2025-05-16,18.1285,95.6727,Okpho,Asia/Rangoon,Occasional rain,0.95,0.58,0.58,8.1,rain,117,23.0,75,83
2025-05-17,18.1285,95.6727,Okpho,Asia/Rangoon,Occasional rain,0.91,0.36,0.36,6.9,rain,147,19.6,75,84
2025-05-18,18.1285,95.6727,Okpho,Asia/Rangoon,Afternoon rain,0.78,0.22,0.22,8.1,rain,166,20.7,76,87
2025-05-19,18.1285,95.6727,Okpho,Asia/Rangoon,Afternoon rain,0.81,0.31,0.31,6.9,rain,180,17.3,77,89
2025-05-20,18.1285,95.6727,Okpho,Asia/Rangoon,A little afternoon rain,0.56,0.07,0.07,8.1,sprinkles,162,19.6,80,97
2025-05-21,18.1285,95.6727,Okpho,Asia/Rangoon,Occasional rain and a t-storm,0.55,0.19,0.19,5.8,rain,167,15.0,81,94
2025-05-22,18.1285,95.6727,Okpho,Asia/Rangoon,A little afternoon rain,0.59,0.09,0.09,5.8,rain,166,16.1,80,95
2025-05-23,18.1285,95.6727,Okpho,Asia/Rangoon,Periods of rain,0.6,0.21,0.21,5.8,rain,172,15.0,81,93
2025-05-24,18.1285,95.6727,Okpho,Asia/Rangoon,Periods of rain,0.65,0.34,0.34,5.8,rain,178,15.0,79,93
2025-05-15,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.75,0.3,0.3,9.2,sprinkles,144,24.2,78,87
2025-05-16,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.65,0.15,0.15,8.1,thunderstorm,122,24.2,77,82
